Entity,Code,Year,Gas production (TWh)
Kenya,KEN,2005,0
Kenya,KEN,2006,0
Kenya,KEN,2007,0
Kenya,KEN,2008,0
Kenya,KEN,2009,0
Kenya,KEN,2010,0
Kenya,KEN,2011,0
Kenya,KEN,2012,0
Kenya,KEN,2013,0
Kenya,KEN,2014,0
Kenya,KEN,2015,0
Kenya,KEN,2016,0
Kosovo,OWID_KOS,2008,0
Kosovo,OWID_KOS,2009,0
Kosovo,OWID_KOS,2010,0
Kosovo,OWID_KOS,2011,0
Kosovo,OWID_KOS,2012,0
Kosovo,OWID_KOS,2013,0
Kosovo,OWID_KOS,2014,0
Kosovo,OWID_KOS,2015,0
Kosovo,OWID_KOS,2016,0
Kuwait,KWT,1900,0
Kuwait,KWT,1901,0
Kuwait,KWT,1902,0
Kuwait,KWT,1903,0
Kuwait,KWT,1904,0
Kuwait,KWT,1905,0
Kuwait,KWT,1906,0
Kuwait,KWT,1907,0
Kuwait,KWT,1908,0
Kuwait,KWT,1909,0
Kuwait,KWT,1910,0
Kuwait,KWT,1911,0
Kuwait,KWT,1912,0
Kuwait,KWT,1913,0
Kuwait,KWT,1914,0
Kuwait,KWT,1915,0
Kuwait,KWT,1916,0
Kuwait,KWT,1917,0
Kuwait,KWT,1918,0
Kuwait,KWT,1919,0
Kuwait,KWT,1920,0
Kuwait,KWT,1921,0
Kuwait,KWT,1922,0
Kuwait,KWT,1923,0
Kuwait,KWT,1924,0
Kuwait,KWT,1925,0
Kuwait,KWT,1926,0
Kuwait,KWT,1927,0
Kuwait,KWT,1928,0
Kuwait,KWT,1929,0
Kuwait,KWT,1930,0
Kuwait,KWT,1931,0
Kuwait,KWT,1932,0
Kuwait,KWT,1933,0
Kuwait,KWT,1934,0
Kuwait,KWT,1935,0
Kuwait,KWT,1936,0
Kuwait,KWT,1937,0
Kuwait,KWT,1938,0
Kuwait,KWT,1939,0
Kuwait,KWT,1940,0
Kuwait,KWT,1941,0
Kuwait,KWT,1942,0
Kuwait,KWT,1943,0
Kuwait,KWT,1944,0
Kuwait,KWT,1945,0
Kuwait,KWT,1946,0
Kuwait,KWT,1947,0
Kuwait,KWT,1948,0
Kuwait,KWT,1949,0
Kuwait,KWT,1950,0
Kuwait,KWT,1951,0
Kuwait,KWT,1952,0
Kuwait,KWT,1953,0
Kuwait,KWT,1954,0
Kuwait,KWT,1955,0
Kuwait,KWT,1956,0
Kuwait,KWT,1957,0
Kuwait,KWT,1958,0
Kuwait,KWT,1959,0
Kuwait,KWT,1960,11.333
Kuwait,KWT,1961,11.814
Kuwait,KWT,1962,15.957
Kuwait,KWT,1963,18.294
Kuwait,KWT,1964,20.185
Kuwait,KWT,1965,21.606
Kuwait,KWT,1966,20.666
Kuwait,KWT,1967,32.613
Kuwait,KWT,1968,40.212
Kuwait,KWT,1969,44.885
Kuwait,KWT,1970,19.352
Kuwait,KWT,1971,19.988
Kuwait,KWT,1972,23.626
Kuwait,KWT,1973,26.467
Kuwait,KWT,1974,27.844
Kuwait,KWT,1975,30.514
Kuwait,KWT,1976,36.708
Kuwait,KWT,1977,40.024
Kuwait,KWT,1978,44.85
Kuwait,KWT,1979,59.384
Kuwait,KWT,1980,38.674
Kuwait,KWT,1981,44.498
Kuwait,KWT,1982,34.912
Kuwait,KWT,1983,38.332
Kuwait,KWT,1984,41.572
Kuwait,KWT,1985,39.9
Kuwait,KWT,1986,54.435
Kuwait,KWT,1987,45.41
Kuwait,KWT,1988,64.98
Kuwait,KWT,1989,77.52
Kuwait,KWT,1990,39.805
Kuwait,KWT,1991,4.75
Kuwait,KWT,1992,24.89
Kuwait,KWT,1993,51.49
Kuwait,KWT,1994,56.715
Kuwait,KWT,1995,88.141
Kuwait,KWT,1996,88.369
Kuwait,KWT,1997,88.065
Kuwait,KWT,1998,90.164
Kuwait,KWT,1999,82.536
Kuwait,KWT,2000,91.2
Kuwait,KWT,2001,90.25
Kuwait,KWT,2002,82.745
Kuwait,KWT,2003,95
Kuwait,KWT,2004,103.55
Kuwait,KWT,2005,116.85
Kuwait,KWT,2006,117.895
Kuwait,KWT,2007,106.97
Kuwait,KWT,2008,120.65
Kuwait,KWT,2009,109.146
Kuwait,KWT,2010,111.464
Kuwait,KWT,2011,128.564
Kuwait,KWT,2012,147.392
Kuwait,KWT,2013,154.956
Kuwait,KWT,2014,142.773
Kuwait,KWT,2015,160.636
Kuwait,KWT,2016,164.264
Kuwait,KWT,2017,162.466
Kuwait,KWT,2018,168.509
Kuwait,KWT,2019,179.246
Kuwait,KWT,2020,149.705
Kyrgyzstan,KGZ,1992,1.07
Kyrgyzstan,KGZ,1993,0.428
Kyrgyzstan,KGZ,1994,0.376
Kyrgyzstan,KGZ,1995,0.378
Kyrgyzstan,KGZ,1996,0.261
Kyrgyzstan,KGZ,1997,0.195
Kyrgyzstan,KGZ,1998,0.152
Kyrgyzstan,KGZ,1999,0.108
Kyrgyzstan,KGZ,2000,0.141
Kyrgyzstan,KGZ,2001,0.174
Kyrgyzstan,KGZ,2002,0.108
Kyrgyzstan,KGZ,2003,0.293
Kyrgyzstan,KGZ,2004,0.315
Kyrgyzstan,KGZ,2005,0.325
Kyrgyzstan,KGZ,2006,0.282
Kyrgyzstan,KGZ,2007,0.2
Kyrgyzstan,KGZ,2008,0.325
Kyrgyzstan,KGZ,2009,0.167
Kyrgyzstan,KGZ,2010,0.13
Kyrgyzstan,KGZ,2011,0.108
Kyrgyzstan,KGZ,2012,0.065
Kyrgyzstan,KGZ,2013,0.347
Kyrgyzstan,KGZ,2014,0.369
Kyrgyzstan,KGZ,2015,0.325
Kyrgyzstan,KGZ,2016,0.295
Latvia,LVA,1992,0
Latvia,LVA,1993,0
Latvia,LVA,1994,0
Latvia,LVA,1995,0
Latvia,LVA,1996,0
Latvia,LVA,1997,0
Latvia,LVA,1998,0
Latvia,LVA,1999,0
Latvia,LVA,2000,0
Latvia,LVA,2001,0
Latvia,LVA,2002,0
Latvia,LVA,2003,0
Latvia,LVA,2004,0
Latvia,LVA,2005,0
Latvia,LVA,2006,0
Latvia,LVA,2007,0
Latvia,LVA,2008,0
Latvia,LVA,2009,0
Latvia,LVA,2010,0
Latvia,LVA,2011,0
Latvia,LVA,2012,0
Latvia,LVA,2013,0
Latvia,LVA,2014,0
Latvia,LVA,2015,0
Latvia,LVA,2016,0
Lebanon,LBN,1980,0
Lebanon,LBN,1981,0
Lebanon,LBN,1982,0
Lebanon,LBN,1983,0
Lebanon,LBN,1984,0
Lebanon,LBN,1985,0
Lebanon,LBN,1986,0
Lebanon,LBN,1987,0
Lebanon,LBN,1988,0
Lebanon,LBN,1989,0
Lebanon,LBN,1990,0
Lebanon,LBN,1991,0
Lebanon,LBN,1992,0
Lebanon,LBN,1993,0
Lebanon,LBN,1994,0
Lebanon,LBN,1995,0
Lebanon,LBN,1996,0
Lebanon,LBN,1997,0
Lebanon,LBN,1998,0
Lebanon,LBN,1999,0
Lebanon,LBN,2000,0
Lebanon,LBN,2001,0
Lebanon,LBN,2002,0
Lebanon,LBN,2003,0
Lebanon,LBN,2004,0
Lebanon,LBN,2005,0
Lebanon,LBN,2006,0
Lebanon,LBN,2007,0
Lebanon,LBN,2008,0
Lebanon,LBN,2009,0
Lebanon,LBN,2010,0
Lebanon,LBN,2011,0
Lebanon,LBN,2012,0
Lebanon,LBN,2013,0
Lebanon,LBN,2014,0
Lebanon,LBN,2015,0
Lebanon,LBN,2016,0
Libya,LBY,1900,0
Libya,LBY,1901,0
Libya,LBY,1902,0
Libya,LBY,1903,0
Libya,LBY,1904,0
Libya,LBY,1905,0
Libya,LBY,1906,0
Libya,LBY,1907,0
Libya,LBY,1908,0
Libya,LBY,1909,0
Libya,LBY,1910,0
Libya,LBY,1911,0
Libya,LBY,1912,0
Libya,LBY,1913,0
Libya,LBY,1914,0
Libya,LBY,1915,0
Libya,LBY,1916,0
Libya,LBY,1917,0
Libya,LBY,1918,0
Libya,LBY,1919,0
Libya,LBY,1920,0
Libya,LBY,1921,0
Libya,LBY,1922,0
Libya,LBY,1923,0
Libya,LBY,1924,0
Libya,LBY,1925,0
Libya,LBY,1926,0
Libya,LBY,1927,0
Libya,LBY,1928,0
Libya,LBY,1929,0
Libya,LBY,1930,0
Libya,LBY,1931,0
Libya,LBY,1932,0
Libya,LBY,1933,0
Libya,LBY,1934,0
Libya,LBY,1935,0
Libya,LBY,1936,0
Libya,LBY,1937,0
Libya,LBY,1938,0
Libya,LBY,1939,0
Libya,LBY,1940,0
Libya,LBY,1941,0
Libya,LBY,1942,0
Libya,LBY,1943,0
Libya,LBY,1944,0
Libya,LBY,1945,0
Libya,LBY,1946,0
Libya,LBY,1947,0
Libya,LBY,1948,0
Libya,LBY,1949,0
Libya,LBY,1950,0
Libya,LBY,1951,0
Libya,LBY,1952,0
Libya,LBY,1953,0
Libya,LBY,1954,0
Libya,LBY,1955,0
Libya,LBY,1956,0
Libya,LBY,1957,0
Libya,LBY,1958,0
Libya,LBY,1959,0
Libya,LBY,1960,0
Libya,LBY,1961,0
Libya,LBY,1962,0
Libya,LBY,1963,0
Libya,LBY,1964,0
Libya,LBY,1965,0
Libya,LBY,1966,0
Libya,LBY,1967,0
Libya,LBY,1968,0
Libya,LBY,1969,0
Libya,LBY,1970,2.793
Libya,LBY,1971,6.726
Libya,LBY,1972,26.904
Libya,LBY,1973,43.044
Libya,LBY,1974,38.712
Libya,LBY,1975,44.032
Libya,LBY,1976,45.4
Libya,LBY,1977,47.984
Libya,LBY,1978,48.65
Libya,LBY,1979,64.457
Libya,LBY,1980,49.115
Libya,LBY,1981,29.925
Libya,LBY,1982,31.825
Libya,LBY,1983,35.245
Libya,LBY,1984,43.7
Libya,LBY,1985,49.4
Libya,LBY,1986,53.2
Libya,LBY,1987,47.5
Libya,LBY,1988,52.25
Libya,LBY,1989,64.6
Libya,LBY,1990,58.9
Libya,LBY,1991,62.13
Libya,LBY,1992,64.315
Libya,LBY,1993,60.42
Libya,LBY,1994,60.705
Libya,LBY,1995,60.23
Libya,LBY,1996,60.99
Libya,LBY,1997,62.415
Libya,LBY,1998,60.42
Libya,LBY,1999,49.4
Libya,LBY,2000,55.86
Libya,LBY,2001,58.71
Libya,LBY,2002,56.05
Libya,LBY,2003,52.25
Libya,LBY,2004,76.57
Libya,LBY,2005,107.35
Libya,LBY,2006,125.352
Libya,LBY,2007,145.16
Libya,LBY,2008,151.05
Libya,LBY,2009,151.05
Libya,LBY,2010,159.733
Libya,LBY,2011,74.622
Libya,LBY,2012,115.9
Libya,LBY,2013,121.6
Libya,LBY,2014,156.972
Libya,LBY,2015,147.184
Libya,LBY,2016,147.92
Libya,LBY,2017,135.938
Libya,LBY,2018,131.86
Libya,LBY,2019,145.043
Libya,LBY,2020,133.06
Lithuania,LTU,1992,0
Lithuania,LTU,1993,0
Lithuania,LTU,1994,0
Lithuania,LTU,1995,0
Lithuania,LTU,1996,0
Lithuania,LTU,1997,0
Lithuania,LTU,1998,0
Lithuania,LTU,1999,0
Lithuania,LTU,2000,0
Lithuania,LTU,2001,0
Lithuania,LTU,2002,0
Lithuania,LTU,2003,0
Lithuania,LTU,2004,0
Lithuania,LTU,2005,0
Lithuania,LTU,2006,0
Lithuania,LTU,2007,0
Lithuania,LTU,2008,0
Lithuania,LTU,2009,0
Lithuania,LTU,2010,0
Lithuania,LTU,2011,0
Lithuania,LTU,2012,0
Lithuania,LTU,2013,0
Lithuania,LTU,2014,0
Lithuania,LTU,2015,0
Lithuania,LTU,2016,0
Malaysia,MYS,1900,0
Malaysia,MYS,1901,0
Malaysia,MYS,1902,0
Malaysia,MYS,1903,0
Malaysia,MYS,1904,0
Malaysia,MYS,1905,0
Malaysia,MYS,1906,0
Malaysia,MYS,1907,0
Malaysia,MYS,1908,0
Malaysia,MYS,1909,0
Malaysia,MYS,1910,0
Malaysia,MYS,1911,0
Malaysia,MYS,1912,0
Malaysia,MYS,1913,0
Malaysia,MYS,1914,0
Malaysia,MYS,1915,0
Malaysia,MYS,1916,0
Malaysia,MYS,1917,0
Malaysia,MYS,1918,0
Malaysia,MYS,1919,0
Malaysia,MYS,1920,0
Malaysia,MYS,1921,0
Malaysia,MYS,1922,0
Malaysia,MYS,1923,0
Malaysia,MYS,1924,0
Malaysia,MYS,1925,0
Malaysia,MYS,1926,0
Malaysia,MYS,1927,0
Malaysia,MYS,1928,0
Malaysia,MYS,1929,0
Malaysia,MYS,1930,0
Malaysia,MYS,1931,0
Malaysia,MYS,1932,0
Malaysia,MYS,1933,0
Malaysia,MYS,1934,0
Malaysia,MYS,1935,0
Malaysia,MYS,1936,0
Malaysia,MYS,1937,0
Malaysia,MYS,1938,0
Malaysia,MYS,1939,0
Malaysia,MYS,1940,0
Malaysia,MYS,1941,0
Malaysia,MYS,1942,0
Malaysia,MYS,1943,0
Malaysia,MYS,1944,0
Malaysia,MYS,1945,0
Malaysia,MYS,1946,0
Malaysia,MYS,1947,0
Malaysia,MYS,1948,0
Malaysia,MYS,1949,0
Malaysia,MYS,1950,0
Malaysia,MYS,1951,0
Malaysia,MYS,1952,0
Malaysia,MYS,1953,0
Malaysia,MYS,1954,0
Malaysia,MYS,1955,0
Malaysia,MYS,1956,0
Malaysia,MYS,1957,0
Malaysia,MYS,1958,0
Malaysia,MYS,1959,0
Malaysia,MYS,1960,0
Malaysia,MYS,1961,0
Malaysia,MYS,1962,0
Malaysia,MYS,1963,0
Malaysia,MYS,1964,0
Malaysia,MYS,1965,0
Malaysia,MYS,1966,0
Malaysia,MYS,1967,0
Malaysia,MYS,1968,0
Malaysia,MYS,1969,0
Malaysia,MYS,1970,0
Malaysia,MYS,1971,0.829
Malaysia,MYS,1972,1.161
Malaysia,MYS,1973,1.161
Malaysia,MYS,1974,2.419
Malaysia,MYS,1975,2.916
Malaysia,MYS,1976,3.472
Malaysia,MYS,1977,3.177
Malaysia,MYS,1978,23.656
Malaysia,MYS,1979,29.354
Malaysia,MYS,1980,26.109
Malaysia,MYS,1981,21.992
Malaysia,MYS,1982,27.668
Malaysia,MYS,1983,66.721
Malaysia,MYS,1984,101.355
Malaysia,MYS,1985,111.985
Malaysia,MYS,1986,150.608
Malaysia,MYS,1987,162.843
Malaysia,MYS,1988,168.112
Malaysia,MYS,1989,181.951
Malaysia,MYS,1990,180.114
Malaysia,MYS,1991,213.876
Malaysia,MYS,1992,223.901
Malaysia,MYS,1993,241.241
Malaysia,MYS,1994,255.523
Malaysia,MYS,1995,282.888
Malaysia,MYS,1996,361.46
Malaysia,MYS,1997,413.086
Malaysia,MYS,1998,412.26
Malaysia,MYS,1999,422.274
Malaysia,MYS,2000,496.822
Malaysia,MYS,2001,490.239
Malaysia,MYS,2002,505.882
Malaysia,MYS,2003,527.223
Malaysia,MYS,2004,601.422
Malaysia,MYS,2005,677
Malaysia,MYS,2006,674.659
Malaysia,MYS,2007,676.287
Malaysia,MYS,2008,692.051
Malaysia,MYS,2009,661.657
Malaysia,MYS,2010,650.821
Malaysia,MYS,2011,669.512
Malaysia,MYS,2012,692.507
Malaysia,MYS,2013,725.886
Malaysia,MYS,2014,721.741
Malaysia,MYS,2015,768.46
Malaysia,MYS,2016,766.955
Malaysia,MYS,2017,784.656
Malaysia,MYS,2018,772.28
Malaysia,MYS,2019,792.647
Malaysia,MYS,2020,731.945
Malta,MLT,1980,0
Malta,MLT,1981,0
Malta,MLT,1982,0
Malta,MLT,1983,0
Malta,MLT,1984,0
Malta,MLT,1985,0
Malta,MLT,1986,0
Malta,MLT,1987,0
Malta,MLT,1988,0
Malta,MLT,1989,0
Malta,MLT,1990,0
Malta,MLT,1991,0
Malta,MLT,1992,0
Malta,MLT,1993,0
Malta,MLT,1994,0
Malta,MLT,1995,0
Malta,MLT,1996,0
Malta,MLT,1997,0
Malta,MLT,1998,0
Malta,MLT,1999,0
Malta,MLT,2000,0
Malta,MLT,2001,0
Malta,MLT,2002,0
Malta,MLT,2003,0
Malta,MLT,2004,0
Malta,MLT,2005,0
Malta,MLT,2006,0
Malta,MLT,2007,0
Malta,MLT,2008,0
Malta,MLT,2009,0
Malta,MLT,2010,0
Malta,MLT,2011,0
Malta,MLT,2012,0
Malta,MLT,2013,0
Malta,MLT,2014,0
Malta,MLT,2015,0
Malta,MLT,2016,0
Mauritius,MUS,1980,0
Mauritius,MUS,1981,0
Mauritius,MUS,1982,0
Mauritius,MUS,1983,0
Mauritius,MUS,1984,0
Mauritius,MUS,1985,0
Mauritius,MUS,1986,0
Mauritius,MUS,1987,0
Mauritius,MUS,1988,0
Mauritius,MUS,1989,0
Mauritius,MUS,1990,0
Mauritius,MUS,1991,0
Mauritius,MUS,1992,0
Mauritius,MUS,1993,0
Mauritius,MUS,1994,0
Mauritius,MUS,1995,0
Mauritius,MUS,1996,0
Mauritius,MUS,1997,0
Mauritius,MUS,1998,0
Mauritius,MUS,1999,0
Mauritius,MUS,2000,0
Mauritius,MUS,2001,0
Mauritius,MUS,2002,0
Mauritius,MUS,2003,0
Mauritius,MUS,2004,0
Mauritius,MUS,2005,0
Mauritius,MUS,2006,0
Mauritius,MUS,2007,0
Mauritius,MUS,2008,0
Mauritius,MUS,2009,0
Mauritius,MUS,2010,0
Mauritius,MUS,2011,0
Mauritius,MUS,2012,0
Mauritius,MUS,2013,0
Mauritius,MUS,2014,0
Mauritius,MUS,2015,0
Mauritius,MUS,2016,0
Mexico,MEX,1900,0
Mexico,MEX,1901,0
Mexico,MEX,1902,0
Mexico,MEX,1903,0
Mexico,MEX,1904,0
Mexico,MEX,1905,0
Mexico,MEX,1906,0
Mexico,MEX,1907,0
Mexico,MEX,1908,0
Mexico,MEX,1909,0
Mexico,MEX,1910,0
Mexico,MEX,1911,0
Mexico,MEX,1912,0
Mexico,MEX,1913,0
Mexico,MEX,1914,0
Mexico,MEX,1915,0
Mexico,MEX,1916,0
Mexico,MEX,1917,0
Mexico,MEX,1918,0
Mexico,MEX,1919,0
Mexico,MEX,1920,0
Mexico,MEX,1921,0
Mexico,MEX,1922,0
Mexico,MEX,1923,0
Mexico,MEX,1924,0
Mexico,MEX,1925,0
Mexico,MEX,1926,0
Mexico,MEX,1927,0
Mexico,MEX,1928,0
Mexico,MEX,1929,0
Mexico,MEX,1930,0
Mexico,MEX,1931,0
Mexico,MEX,1932,0
Mexico,MEX,1933,0
Mexico,MEX,1934,0
Mexico,MEX,1935,0
Mexico,MEX,1936,0
Mexico,MEX,1937,10.744
Mexico,MEX,1938,10.798
Mexico,MEX,1939,10.851
Mexico,MEX,1940,10.905
Mexico,MEX,1941,10.959
Mexico,MEX,1942,11.013
Mexico,MEX,1943,11.067
Mexico,MEX,1944,11.12
Mexico,MEX,1945,11.174
Mexico,MEX,1946,11.228
Mexico,MEX,1947,13.706
Mexico,MEX,1948,14.375
Mexico,MEX,1949,14.64
Mexico,MEX,1950,10.605
Mexico,MEX,1951,15.101
Mexico,MEX,1952,16.6
Mexico,MEX,1953,16.6
Mexico,MEX,1954,16.6
Mexico,MEX,1955,21.326
Mexico,MEX,1956,20.75
Mexico,MEX,1957,27.436
Mexico,MEX,1958,43.92
Mexico,MEX,1959,54.526
Mexico,MEX,1960,56.486
Mexico,MEX,1961,60.636
Mexico,MEX,1962,62.365
Mexico,MEX,1963,70.319
Mexico,MEX,1964,80.694
Mexico,MEX,1965,85.766
Mexico,MEX,1966,87.38
Mexico,MEX,1967,94.873
Mexico,MEX,1968,101.789
Mexico,MEX,1969,116.314
Mexico,MEX,1970,110.303
Mexico,MEX,1971,109.182
Mexico,MEX,1972,113.48
Mexico,MEX,1973,123.306
Mexico,MEX,1974,129.262
Mexico,MEX,1975,131.39
Mexico,MEX,1976,128.855
Mexico,MEX,1977,136.653
Mexico,MEX,1978,171.059
Mexico,MEX,1979,207.655
Mexico,MEX,1980,251.152
Mexico,MEX,1981,270.579
Mexico,MEX,1982,288.523
Mexico,MEX,1983,290.962
Mexico,MEX,1984,286.194
Mexico,MEX,1985,277.638
Mexico,MEX,1986,246.616
Mexico,MEX,1987,250.671
Mexico,MEX,1988,253.932
Mexico,MEX,1989,243.765
Mexico,MEX,1990,263.861
Mexico,MEX,1991,267.591
Mexico,MEX,1992,259.375
Mexico,MEX,1993,277.782
Mexico,MEX,1994,292.23
Mexico,MEX,1995,291.863
Mexico,MEX,1996,308.05
Mexico,MEX,1997,311.065
Mexico,MEX,1998,329.341
Mexico,MEX,1999,342.353
Mexico,MEX,2000,333.787
Mexico,MEX,2001,331.407
Mexico,MEX,2002,337.277
Mexico,MEX,2003,348.404
Mexico,MEX,2004,370.27
Mexico,MEX,2005,443.119
Mexico,MEX,2006,484.522
Mexico,MEX,2007,468.586
Mexico,MEX,2008,472.306
Mexico,MEX,2009,525.831
Mexico,MEX,2010,511.778
Mexico,MEX,2011,520.99
Mexico,MEX,2012,508.502
Mexico,MEX,2013,524.88
Mexico,MEX,2014,512.998
Mexico,MEX,2015,479.469
Mexico,MEX,2016,436.514
Mexico,MEX,2017,382.684
Mexico,MEX,2018,351.91
Mexico,MEX,2019,312.949
Mexico,MEX,2020,300.718
Middle East,,1900,0
Middle East,,1901,0
Middle East,,1902,0
Middle East,,1903,0
Middle East,,1904,0
Middle East,,1905,0
Middle East,,1906,0
Middle East,,1907,0
Middle East,,1908,0
Middle East,,1909,0
Middle East,,1910,0
Middle East,,1911,0
Middle East,,1912,0
Middle East,,1913,0
Middle East,,1914,0
Middle East,,1915,0
Middle East,,1916,0
Middle East,,1917,0
Middle East,,1918,0
Middle East,,1919,0
Middle East,,1920,0
Middle East,,1921,0
Middle East,,1922,0
Middle East,,1923,0
Middle East,,1924,0
Middle East,,1925,0
Middle East,,1926,0
Middle East,,1927,0
Middle East,,1928,0
Middle East,,1929,0
Middle East,,1930,0
Middle East,,1931,0
Middle East,,1932,0
Middle East,,1933,0
Middle East,,1934,0
Middle East,,1935,0
Middle East,,1936,0
Middle East,,1937,0
Middle East,,1938,0
Middle East,,1939,0
Middle East,,1940,0
Middle East,,1941,0
Middle East,,1942,0
Middle East,,1943,0
Middle East,,1944,0
Middle East,,1945,0
Middle East,,1946,0
Middle East,,1947,0
Middle East,,1948,0
Middle East,,1949,0
Middle East,,1950,0
Middle East,,1951,0
Middle East,,1952,0
Middle East,,1953,0
Middle East,,1954,0
Middle East,,1955,7.631
Middle East,,1956,9.668
Middle East,,1957,12.034
Middle East,,1958,11.627
Middle East,,1959,15.052
Middle East,,1960,30.135
Middle East,,1961,32.486
Middle East,,1962,38.803
Middle East,,1963,45.858
Middle East,,1964,57.544
Middle East,,1965,60.819
Middle East,,1966,67.373
Middle East,,1967,80.845
Middle East,,1968,106.902
Middle East,,1969,159.238
Middle East,,1970,103.394
Middle East,,1971,161.567
Middle East,,1972,200.035
Middle East,,1973,228.757
Middle East,,1974,239.84
Middle East,,1975,263.995
Middle East,,1976,274.302
Middle East,,1977,310.929
Middle East,,1978,300.702
Middle East,,1979,367.918
Middle East,,1980,342.37
Middle East,,1981,369.293
Middle East,,1982,413.038
Middle East,,1983,416.339
Middle East,,1984,531.969
Middle East,,1985,574.716
Middle East,,1986,687.616
Middle East,,1987,750.658
Middle East,,1988,835.048
Middle East,,1989,937.253
Middle East,,1990,1007.213
Middle East,,1991,1061.32
Middle East,,1992,1132.877
Middle East,,1993,1050.408
Middle East,,1994,1221.133
Middle East,,1995,1385.328
Middle East,,1996,1491.419
Middle East,,1997,1605.61
Middle East,,1998,1724.615
Middle East,,1999,1868.736
Middle East,,2000,2040.663
Middle East,,2001,2222.906
Middle East,,2002,2445.065
Middle East,,2003,2573.981
Middle East,,2004,2856.549
Middle East,,2005,3099.026
Middle East,,2006,3316.39
Middle East,,2007,3626.774
Middle East,,2008,3923.416
Middle East,,2009,4137.761
Middle East,,2010,4746.425
Middle East,,2011,5199.716
Middle East,,2012,5454.598
Middle East,,2013,5625.923
Middle East,,2014,5825.901
Middle East,,2015,6008.093
Middle East,,2016,6240.527
Middle East,,2017,6394.918
Middle East,,2018,6633.201
Middle East,,2019,6782.118
Middle East,,2020,6865.809
Mongolia,MNG,1980,0
Mongolia,MNG,1981,0
Mongolia,MNG,1982,0
Mongolia,MNG,1983,0
Mongolia,MNG,1984,0
Mongolia,MNG,1985,0
Mongolia,MNG,1986,0
Mongolia,MNG,1987,0
Mongolia,MNG,1988,0
Mongolia,MNG,1989,0
Mongolia,MNG,1990,0
Mongolia,MNG,1991,0
Mongolia,MNG,1992,0
Mongolia,MNG,1993,0
Mongolia,MNG,1994,0
Mongolia,MNG,1995,0
Mongolia,MNG,1996,0
Mongolia,MNG,1997,0
Mongolia,MNG,1998,0
Mongolia,MNG,1999,0
Mongolia,MNG,2000,0
Mongolia,MNG,2001,0
Mongolia,MNG,2002,0
Mongolia,MNG,2003,0
Mongolia,MNG,2004,0
Mongolia,MNG,2005,0
Mongolia,MNG,2006,0
Mongolia,MNG,2007,0
Mongolia,MNG,2008,0
Mongolia,MNG,2009,0
Mongolia,MNG,2010,0
Mongolia,MNG,2011,0
Mongolia,MNG,2012,0
Mongolia,MNG,2013,0
Mongolia,MNG,2014,0
Mongolia,MNG,2015,0
Mongolia,MNG,2016,0
Montenegro,MNE,2006,0
Montenegro,MNE,2007,0
Montenegro,MNE,2008,0
Montenegro,MNE,2009,0
Montenegro,MNE,2010,0
Montenegro,MNE,2011,0
Montenegro,MNE,2012,0
Montenegro,MNE,2013,0
Montenegro,MNE,2014,0
Montenegro,MNE,2015,0
Montenegro,MNE,2016,0
Morocco,MAR,1900,0
Morocco,MAR,1901,0
Morocco,MAR,1902,0
Morocco,MAR,1903,0
Morocco,MAR,1904,0
Morocco,MAR,1905,0
Morocco,MAR,1906,0
Morocco,MAR,1907,0
Morocco,MAR,1908,0
Morocco,MAR,1909,0
Morocco,MAR,1910,0
Morocco,MAR,1911,0
Morocco,MAR,1912,0
Morocco,MAR,1913,0
Morocco,MAR,1914,0
Morocco,MAR,1915,0
Morocco,MAR,1916,0
Morocco,MAR,1917,0
Morocco,MAR,1918,0
Morocco,MAR,1919,0
Morocco,MAR,1920,0
Morocco,MAR,1921,0
Morocco,MAR,1922,0
Morocco,MAR,1923,0
Morocco,MAR,1924,0
Morocco,MAR,1925,0
Morocco,MAR,1926,0
Morocco,MAR,1927,0
Morocco,MAR,1928,0
Morocco,MAR,1929,0
Morocco,MAR,1930,0
Morocco,MAR,1931,0
Morocco,MAR,1932,0
Morocco,MAR,1933,0
Morocco,MAR,1934,0
Morocco,MAR,1935,0
Morocco,MAR,1936,0
Morocco,MAR,1937,0
Morocco,MAR,1938,0
Morocco,MAR,1939,0
Morocco,MAR,1940,0
Morocco,MAR,1941,0
Morocco,MAR,1942,0
Morocco,MAR,1943,0
Morocco,MAR,1944,0
Morocco,MAR,1945,0
Morocco,MAR,1946,0
Morocco,MAR,1947,0
Morocco,MAR,1948,0
Morocco,MAR,1949,0
Morocco,MAR,1950,0
Morocco,MAR,1951,0
Morocco,MAR,1952,0
Morocco,MAR,1953,0.048
Morocco,MAR,1954,0.096
Morocco,MAR,1955,0.084
Morocco,MAR,1956,0.084
Morocco,MAR,1957,0.036
Morocco,MAR,1958,0.012
Morocco,MAR,1959,0.108
Morocco,MAR,1960,0.096
Morocco,MAR,1961,0.096
Morocco,MAR,1962,0.108
Morocco,MAR,1963,0.132
Morocco,MAR,1964,0.132
Morocco,MAR,1965,0.157
Morocco,MAR,1966,0.12
Morocco,MAR,1967,0.012
Morocco,MAR,1968,0.506
Morocco,MAR,1969,0.53
Morocco,MAR,1970,0.578
Morocco,MAR,1971,0.626
Morocco,MAR,1972,0.783
Morocco,MAR,1973,0.711
Morocco,MAR,1974,0.855
Morocco,MAR,1975,0.554
Morocco,MAR,1976,1.036
Morocco,MAR,1977,1.036
Morocco,MAR,1978,0.976
Morocco,MAR,1979,0.807
